"","ORIGEN","AÑO_N","MES_N","AÑO","TRIMESTRES","TOTAL_KILOS_BRUTOS","TOTAL_KILOS_NETOS","I_DOLARES","I_PESOS"
"317","25",2005,12,5,4,107215337.141309,103877013.913138,121055492.472558,275703653070.652
"318","27",2005,12,5,4,1164.93002319336,1128.04002761841,335244.819793701,762387000.9375
"319","41",2005,12,5,4,8564563.76776123,8499438.81018066,19457418.1374512,44353979035.75
"320","44",2005,12,5,4,1106389313.75034,1106388748.15002,49928853.5,113753649386.75
"321","47",2005,12,5,4,45602677.5915524,42402063.9797122,16088431.1341697,36635460437.3557
"322","50",2005,12,5,4,1186,1142.40002441406,15120,34528976
"323","52",2005,12,5,4,16183917.8195523,16158324.7801559,12503000.0389404,28512236146.7031
"324","54",2005,12,5,4,181091716.265901,180920382.776737,18895973.1439285,43067291684.9741
"325","63",2005,12,5,4,5482041.65161932,5376720.73718154,13941308.584816,31798246419.8301
"326","66",2005,12,5,4,16861042.6642969,16508488.6989858,36806892.8234025,83656811751.7891
"327","68",2005,12,5,4,8985793.14523839,8694325.77181626,30147270.8664564,68670405510.8256
"328","70",2005,12,5,4,26587413.46875,26542819.46875,3066108.484375,6983393344
"329","73",2005,12,5,4,4803610.96495017,4750403.63874876,12930485.5642242,29455566248.9805
"330","76",2005,12,5,4,131692058.371306,127933101.089501,132341395.104267,301705297771.131
"331","81",2005,12,5,4,869176.179997921,869161.880001783,1364333.25,3110188064.625
"332","85",2005,12,5,4,161.64999961853,141.60000038147,2074.73004150391,4735395.5
"333","88",2005,12,5,4,38699.5501708984,36841.4295349121,1253113.140625,2857334316
"334","91",2005,12,5,4,6118.61975574493,6018.87011909485,85142.9204101562,194015755.8125
"335","94",2005,12,5,4,513.260009765625,373.429992675781,11628.6396484375,26456202
"336","05",2006,1,6,1,150774849.998193,139598302.234733,243792203.810775,554293820492.291
"337","08",2006,1,6,1,40846814.6423148,39754692.1791094,55445180.1931489,126052208413.571
"338","11",2006,1,6,1,33118437.1009443,31580837.7307595,123818223.899926,281421997036.631
"339","13",2006,1,6,1,79183794.6715922,77760446.3917746,90230359.1856228,205703243864.974
"340","15",2006,1,6,1,31809157.6598789,31778135.6398384,10881513.338028,24714207716.4004
"341","17",2006,1,6,1,13612614.4636233,12974324.1742797,24315754.8760403,55350530422.984
"342","19",2006,1,6,1,15920648.9185913,15802877.6639485,11016024.5213318,25041059144.9219
"343","20",2006,1,6,1,2122982698,2122975963,110439455.941406,251084162712
"344","23",2006,1,6,1,10792263.9975023,10766806.0662441,48342332.4747925,109812473780.25
"345","25",2006,1,6,1,192258973.317959,188840231.969616,121131557.05869,275292140382.399
"346","27",2006,1,6,1,11363861.7400055,10465195.0500031,6207740.14990234,14124995521
"347","41",2006,1,6,1,5187882.78305054,5154146.29980469,12166531.4227905,27665282953.3125
"348","44",2006,1,6,1,2259115618,2259115602,98621105.5703125,224265394577.5
"349","47",2006,1,6,1,46594731.831543,43939012.9419556,18487480.8382072,42115146570.8516
"350","50",2006,1,6,1,171672,171319.200014114,96301.9233398438,219361539.8125
"351","52",2006,1,6,1,3913013.32218933,3898780.98973083,3658159.81256104,8314511237
"352","54",2006,1,6,1,54876088.6076522,54744541.8249884,5424215.76934052,12324627859.9956
"353","63",2006,1,6,1,5363691.85420036,5314179.50973589,14783851.7728577,33595285647.1562
"354","66",2006,1,6,1,13384494.5390614,13134635.659493,26844304.8874871,60997625961.0015
"355","68",2006,1,6,1,6771695.71584108,6628370.16291009,25084010.3900748,56978881689.0385
"356","70",2006,1,6,1,43775162.53125,43616426.625,3269964.8828125,7441527221
"357","73",2006,1,6,1,2600567.68487096,2562070.00918388,7959056.57265854,18103121479.3672
"358","76",2006,1,6,1,193724007.25578,190495539.242103,135482835.141181,308590885781.68
"359","81",2006,1,6,1,690,680,6879.60009765625,15639463
"360","85",2006,1,6,1,193,188.900006115437,2348.77995109558,5328494.68945312
"361","88",2006,1,6,1,28676.4498291016,27074.6604541,844495.590820312,1917076586
"362","91",2006,1,6,1,4954.68010985851,4828.47000366449,65319.3408203125,148169318.871094
"363","97",2006,1,6,1,1355.18994140625,1314,1740,3942231
"364","05",2006,2,6,1,169622823.445913,157629787.544364,237235851.525935,535328116343.579
"365","08",2006,2,6,1,112899825.483893,111646056.480788,63278807.9573838,142442530360.844
"366","11",2006,2,6,1,55555287.3776114,53680009.5152273,184805490.296716,418148156132.128
"367","13",2006,2,6,1,60800797.0753042,59246066.0386454,77841003.5936757,176374061093.799
"368","15",2006,2,6,1,16565935.5598912,16543957.3799532,10849800.7996674,24503817257.0488
"369","17",2006,2,6,1,18564987.7058793,17545599.4144967,39723455.1848302,89624589661.9023
"370","19",2006,2,6,1,9671224.75734186,9545020.98599625,12608529.2451172,28450012626.4844
"371","20",2006,2,6,1,3762332768,3762319568,188835755.8125,425648064624
"372","23",2006,2,6,1,16198540.2100449,16184211.6699982,77310523.8335571,174172067552.562
"373","25",2006,2,6,1,133789123.634538,129317883.859418,164320533.733916,370941879776.779
"374","27",2006,2,6,1,162.89999961853,159.289999961853,312873.811248779,706025211.5625
"375","41",2006,2,6,1,5942070.16818237,5888687.82006836,14538908.2412109,32802582916.5
"376","44",2006,2,6,1,3262000487.99001,3261999994,141212797.01059,318530734721
"377","47",2006,2,6,1,60816338.3858206,58275690.0258331,23772742.2031249,53790253692.5704
"378","50",2006,2,6,1,902,805.600006103516,83413.25,188004405.375
"379","52",2006,2,6,1,2174116.04065315,2160944.09002319,3652939.60424805,8254044880.99707
"380","54",2006,2,6,1,139815973.843976,139634594.239378,13431865.7019696,30324822662.832
"381","63",2006,2,6,1,3277742.29767799,3242408.44652224,9342379.19306946,21064020113.7617
"382","66",2006,2,6,1,14901030.887263,14593901.1963023,31520841.7152657,71106676973.9441
"383","68",2006,2,6,1,8603109.02668282,8474054.82392641,22495594.1888733,50611876147.1738
"384","70",2006,2,6,1,29488975.375,29458786.875,4169376.70800781,9412449570
"385","73",2006,2,6,1,3498432.42152154,3442804.20166403,11042992.5759277,24909344722.8984
"386","76",2006,2,6,1,90759123.0145881,87372651.8225847,119196214.471232,269485540162.261
"387","81",2006,2,6,1,359080.020931244,357802.56999588,610267.900024414,1376812752.75
"388","85",2006,2,6,1,52.4400014877319,50,2233.90001296997,5034964.94140625
"389","88",2006,2,6,1,23050,21214.2700195312,703937,1586751485.375
"390","91",2006,2,6,1,7375.21996307373,7231.3301115036,55258.4384155273,124724071.375
"391","05",2006,3,6,1,165747496.40428,154134106.631618,258161121.61777,583752365743.402
"392","08",2006,3,6,1,79759677.6311132,78342605.7912593,69643024.7544346,157007796222.106
"393","11",2006,3,6,1,55653955.9235451,53421323.6361228,205755765.189781,466822166280.725
"394","13",2006,3,6,1,217426326.90618,215699902.218365,91508286.9266951,207921132847.498
"395","15",2006,3,6,1,21480092.8992392,21464446.9697849,10442312.2703247,23628019807.0449
"396","17",2006,3,6,1,20872234.2653862,19631539.8829782,44800842.8932419,101516228616.566
"397","19",2006,3,6,1,16544278.4606209,16369351.1039362,16583770.4299583,37631936377.0059
"398","20",2006,3,6,1,1784146871,1784145708.35,90101066.2226562,202817680800
"399","23",2006,3,6,1,11321080.4702339,11313994,56220230.3980408,127249578348.844
"400","25",2006,3,6,1,186026933.295475,181475284.905051,176775262.232772,399989250260.577
"401","41",2006,3,6,1,4571804.56513357,4519669.39960337,11772644.6484375,26601798277.7383
"402","44",2006,3,6,1,944531490.5,944528189.5,43225527.8476562,97768478033
"403","47",2006,3,6,1,60230561.6635523,56441427.2327576,24127019.4685364,54737842597.2861
"404","50",2006,3,6,1,18369.0001802444,16102.4897890091,201418.989379883,455473230.5
"405","52",2006,3,6,1,12997721.0032835,12977011.6001639,8794798.59490967,19863738730.0156
"406","54",2006,3,6,1,141007687.828472,140778764.38595,16816808.852355,38058463329.0967
"407","63",2006,3,6,1,3019043.99662209,2987504.15091467,8608503.36181641,19489484375.2812
"408","66",2006,3,6,1,14713854.1611738,14370050.1094215,33023183.2301483,74750592924.5401
"409","68",2006,3,6,1,9300102.88149852,9150530.19954628,25586220.5413455,57842926631.9626
"410","70",2006,3,6,1,36086532.2749023,35954840.1749878,4114867.59863281,9494944690
"411","73",2006,3,6,1,3790737.90475333,3747945.51918679,11977525.1764927,27061191348.5083
"412","76",2006,3,6,1,144291322.271577,140374105.538539,156727537.49091,354479696083.936
"413","81",2006,3,6,1,173254.270019531,171762.199951172,325037.599609375,736664012
"414","85",2006,3,6,1,59.8399990200996,44.3899999856949,2113.26002120972,4769649.05761719
"415","88",2006,3,6,1,31414.0907555204,29120.9692776483,1100860.03479004,2493022833.90625
"416","91",2006,3,6,1,5708.50988769531,5583.50022506714,36863.7309570312,83388826.75
"417","97",2006,3,6,1,25.6700000762939,8.39999961853027,12163.599609375,27315918
"418","05",2006,4,6,2,188010273.619658,174349201.166995,268688944.745047,626208641167.964
"419","08",2006,4,6,2,142874179.442482,141162065.033704,69037123.2072539,160355731031.011
"420","11",2006,4,6,2,52427443.1572229,50534751.4752184,175459944.109601,410081011830.781
"421","13",2006,4,6,2,185410670.318961,183790187.384048,71915913.3820643,167964256295.494
"422","15",2006,4,6,2,10702781.9902749,10697485.8600616,5606864.59765625,13114687736.7285
"423","17",2006,4,6,2,15575914.0794327,14506130.2655303,33228617.3668988,77636583500.1549
"424","19",2006,4,6,2,9728125.94381332,9592677.7945888,14212581.017746,33224625605.1953
"425","20",2006,4,6,2,3052059663,3052058555,160027795.336914,365883765864
"426","23",2006,4,6,2,12783724.0899992,12772236.0699997,62960147.6178436,147359596998.781
"427","25",2006,4,6,2,146098433.103133,142252239.865824,149191442.452388,349663100289.684
"428","41",2006,4,6,2,3968124.70748377,3938674.74981165,9976028.37744141,23245499221.2852
"429","44",2006,4,6,2,1825241225.97998,1825240345.22998,77705805.2851562,181495473413
"430","47",2006,4,6,2,44119853.6284866,42440011.7506714,18285959.8018208,42590313434.457
"431","50",2006,4,6,2,4715.1199836731,4171.20998001099,87905.200378418,205358159.96875
"432","52",2006,4,6,2,9381351.48980898,9368436.65974265,5728784.76383209,13366886131.1406
"433","54",2006,4,6,2,95533882.3844368,95340401.8197172,15247276.1224461,35681764767.7461
"434","63",2006,4,6,2,2133746.78372431,2095362.71080017,6599671.38423157,15402282153.75
"435","66",2006,4,6,2,11868150.131748,11655568.6594399,24133982.5732511,56331453359.3763
"436","68",2006,4,6,2,5799703.24719346,5646569.25123657,14484782.9763209,33821329935.5066
"437","70",2006,4,6,2,8626225.7421875,8581762.7421875,1992925.8515625,4674487840
"438","73",2006,4,6,2,3053942.21018952,3017849.2002417,9694038.52979136,22651276094.1289
"439","76",2006,4,6,2,132431016.908148,128790989.826965,146021077.776659,340051371633.494
"440","81",2006,4,6,2,1606654.7288208,1606507.76881409,2583570.48999023,6040843468
"441","85",2006,4,6,2,2,0.980000019073486,99,231180.84375
"442","88",2006,4,6,2,25883.4106249809,22664.4506249987,993391.26953125,2329655280
"443","91",2006,4,6,2,7702.57000610232,7609.05979859829,49661.37109375,117135184.070312
"444","05",2006,5,6,2,250750079.63396,232418241.417728,324435201.326386,784313406360.599
"445","08",2006,5,6,2,195407681.055146,193867345.075587,81488901.7921896,196491503866.17
"446","11",2006,5,6,2,47625934.3705451,45402558.6446211,192264156.384166,464153338403.01
"447","13",2006,5,6,2,182803925.232011,180978468.033623,81201151.3665867,195794698676.437
"448","15",2006,5,6,2,34827008.2800052,34807900.89,12781727.693531,31093643578.8516
"449","17",2006,5,6,2,18674621.8716812,17677697.1321283,38508955.5362023,92929443392.5302
"450","18",2006,5,6,2,996.140014648438,932.5,363930.186279297,892573982.5
"451","19",2006,5,6,2,12814320.4172881,12632156.954057,18379124.3693237,44349355454.4258
"452","20",2006,5,6,2,2333199797,2332885157,126948482.019531,294331400460
"453","23",2006,5,6,2,13440443.4100037,13426113.7799988,80121448.9858398,192857200438.5
"454","25",2006,5,6,2,122255023.762144,117439912.326172,190204351.448768,459223964933.788
"455","27",2006,5,6,2,280940,252847,64071.80078125,155119152
"456","41",2006,5,6,2,3355885.75388622,3328412.09960938,7897175.83428955,19127410577.2344
"457","44",2006,5,6,2,4074744950.15625,4074744880.15625,172595326.910889,419251533702.25
"458","47",2006,5,6,2,64426058.4510317,61117428.4949598,25256839.2576752,61136927164.0806
"459","50",2006,5,6,2,540.000015258789,520,3502,8301946.203125
"460","52",2006,5,6,2,1092936.303518,1083747.72989637,1963722.87614059,4744840933.67188
"461","54",2006,5,6,2,124991451.017485,124774303.383628,11839905.30435,28496915161.1354
"462","63",2006,5,6,2,2826338.00192571,2798679.17207146,7976723.07430077,19226292903.9043
"463","66",2006,5,6,2,12160024.4253223,11853156.7093983,28829931.597296,69788943479.8877
"464","68",2006,5,6,2,5985468.59274809,5830219.515899,18568090.9181812,45248853874.2483
"465","70",2006,5,6,2,59429228,59274372,5581841.3671875,13605466200.75
"466","73",2006,5,6,2,4114531.07439542,4066313.52025378,12244865.0629883,29664711473.5098
"467","76",2006,5,6,2,107754768.286744,103734242.881417,170153174.951391,409996982435.155
"468","81",2006,5,6,2,1583637.85941768,1582845.07941148,2372513.31003571,5719651434.39844
"469","85",2006,5,6,2,1082,965,49549.1801757812,121311070
"470","86",2006,5,6,2,9413.009765625,8661,44431.640625,105330976
"471","88",2006,5,6,2,7497.3099039197,6793.07984504476,281361.588593749,669209196.33
"472","91",2006,5,6,2,50699.7998046875,50593.6998901367,143904.973266602,355117955
"473","94",2006,5,6,2,24590,24590,6240,15448680
"474","99",2006,5,6,2,196.360000133514,176.349999904633,2530.27996826172,5895139.25
"475","05",2006,6,6,2,181421774.856521,168256311.495522,290913942.152821,737300376002.006
"476","08",2006,6,6,2,99185569.5281519,97888859.9840169,74952451.0520431,190351142716.365
"477","11",2006,6,6,2,55540744.95187,53133827.7560786,201730746.904337,512042208644.909
"478","13",2006,6,6,2,135750762.983785,134070270.831937,90710989.0244508,228057392757.4
"479","15",2006,6,6,2,4655093.14964443,4624005.57043467,9302528.24499512,23617709266.5625
"480","17",2006,6,6,2,20581946.8920038,19404363.3770453,45940206.3246142,116644857945.137
"481","19",2006,6,6,2,14551970.8176716,14375354.1361751,26024894.7172859,66460057147.2893
"482","20",2006,6,6,2,1011441936.21,1011441907.4,66460967.9765625,165088250171.25
"483","23",2006,6,6,2,14757523,14744471,99222901.8945312,253508619012
"484","25",2006,6,6,2,182625492.67675,178655073.203546,147517048.198182,374345376399.026
"485","27",2006,6,6,2,339345,305410.630000114,444058.28515625,1130031292
"486","41",2006,6,6,2,5717416.78832936,5673768.5,13548644.8202515,34444105644.9922
"487","44",2006,6,6,2,1141522058.625,1141521963.625,50278076.078125,130210869256
"488","47",2006,6,6,2,58109036.8146362,55117479.7812347,23606891.0359497,59440301407.1934
"489","50",2006,6,6,2,33,26.3999996185303,3600,8822880
"490","52",2006,6,6,2,10452373.0791569,10421977.2698402,9835307.46508789,25069565575.875
"491","54",2006,6,6,2,135231376.45446,134991547.492526,18090481.5981579,45883472515.7415
"492","63",2006,6,6,2,4674782.48179549,4617775.42082034,12319966.2562752,31544167026.6094
"493","66",2006,6,6,2,11112252.7309581,10847204.2911469,25473232.9985111,64607639353.0618
"494","68",2006,6,6,2,6013136.72458017,5887694.68566442,20027244.3446062,50473527110.4321
"495","70",2006,6,6,2,22476277.987915,22439383.487915,3526081.27416992,8941456525
"496","73",2006,6,6,2,4670406.67969632,4583330.21445811,13430464.5157681,34164959620.6094
"497","76",2006,6,6,2,115550425.535769,111547713.328783,162175032.13685,409201660552.71
"498","81",2006,6,6,2,1549162.55355072,1548452.30312634,2261954.19995117,5776295030.25
"499","85",2006,6,6,2,2696.99993896484,2626,93411.4125976562,229061672.3125
"500","86",2006,6,6,2,19718,15840,37125,92295352
"501","88",2006,6,6,2,22367.4299984761,20955.0000000764,87596.6212463379,216859295.875
"502","91",2006,6,6,2,3972.79988098145,3935.200050354,37794.2892150879,97223600.6875
"503","97",2006,6,6,2,2384.93994140625,2291,13179,33725588
"504","05",2006,7,6,3,173425119.91812,160289280.864826,282670813.174865,707049688244.342
"505","08",2006,7,6,3,117170912.558956,115790023.017059,68645040.4280788,172771388670.234
"506","11",2006,7,6,3,55846812.5527725,53304177.4384695,192379959.632887,482000448648.315
"507","13",2006,7,6,3,187673974.019832,185909831.789177,93008069.4297797,231796810450.015
"508","15",2006,7,6,3,72695063.1483126,72667328.0699993,19155984.4125214,48062433625.8203
"509","17",2006,7,6,3,20614634.5217762,19479319.843735,40395445.3005474,101595395429.791
"510","19",2006,7,6,3,24384155.9025305,24224156.2793001,27582120.3104725,69061496398.7695
"511","20",2006,7,6,3,1427599534,1427599534,77396162.25,172582036384
"512","23",2006,7,6,3,13843901,13831152,90977199.3125,228418975212
"513","25",2006,7,6,3,221817180.430638,217701467.781338,156312489.836797,391696372407.815
"514","27",2006,7,6,3,209424.510000229,190643.920000076,459041.693359375,1157969349
"515","41",2006,7,6,3,5599360.61305237,5564181.61951518,13165616.1170654,33042182951.8125
"516","44",2006,7,6,3,2100017736.04688,2100017562.04688,92704597.0800781,233538508775
"517","47",2006,7,6,3,32064268.8925335,29934422.9416504,13160085.1748962,33097521590.4678
"518","50",2006,7,6,3,2615,2042.60003662109,16320,40022872.078125
"519","52",2006,7,6,3,10729567.4007568,10704940.1194344,8746045.46569824,21814799738.5938
"520","54",2006,7,6,3,138094635.791821,137881796.843586,17085213.6893148,43016119371.1213
"521","63",2006,7,6,3,2932470.02437305,2879018.29343629,8437343.94593048,21209709856.4219
"522","66",2006,7,6,3,11899508.8555954,11637725.9510888,25169981.4650736,62804226466.3701
"523","68",2006,7,6,3,6407427.93638085,6249474.99983554,18479558.7408652,46379855629.1626
